property_id,title,location,district,region,latitude,longitude,price,property_type,bedrooms,bathrooms,area_size,listing_type,year_built,furnished,dist_to_beach,property_type_encoded,listing_type_encoded,location_score,is_beachfront,is_tourist_area,dist_to_city
PROP1754,994 sqm Land in Rose Hill,Rose Hill,Plaines Wilhems,Central,-20.23457514894029,57.46999849002461,800000,land,0,0,994,rent,0.0,False,5.361315899373059,4,0,55,0,0,3.39763258431369
PROP1755,726 sqm Land in Souillac,Souillac,Savanne,South,-20.527796915125723,57.523864807532384,360000,land,0,0,726,rent,0.0,False,13.178789666074117,4,0,40,0,0,23.501096554768118
PROP1756,Charming 5 Bedroom House in Tamarin,Tamarin,Black River,West,-20.324660739856515,57.37295705629051,370000,house,5,2,186,rent,1990.0,True,4.012846188170888,1,0,80,0,0,13.581227247425304
PROP1757,Elegant 4 Bedroom House in Souillac,Souillac,Savanne,South,-20.52965628642796,57.52586529857872,340000,house,4,4,275,rent,1988.0,True,12.42104727587071,1,0,40,0,0,23.715957736171774
PROP1758,Cozy 4 Bedroom Condo in Tamarin,Tamarin,Black River,West,-20.329019157398683,57.37784758941455,470000,condo,4,4,182,rent,2012.0,False,1.1205306212552082,3,0,80,0,0,13.368745782915589
PROP1759,Modern 5 Bedroom Villa in Beau Bassin,Beau Bassin,Plaines Wilhems,Central,-20.217301591418995,57.45275947760101,755000,villa,5,6,247,sale,2004.0,False,12.29309002457899,2,1,55,0,0,5.931935047991969
PROP1760,783 sqm Land in Quatre Bornes,Quatre Bornes,Plaines Wilhems,Central,-20.260036900839697,57.47655097062094,625000,land,0,0,783,rent,0.0,False,13.918782266830688,4,0,60,0,0,0.5045125968636197
PROP1761,Modern 1 Bedroom House in Port Louis,Port Louis,Port Louis,North,-20.15679117533525,57.50607931203629,450000,house,1,2,205,rent,2012.0,True,1.8820176471949503,1,0,65,0,0,0.9780769945624261
PROP1762,Charming 2 Bedroom House in Vacoas,Vacoas,Plaines Wilhems,Central,-20.306731953454847,57.48673500178752,370000,house,2,1,230,rent,1987.0,True,5.26057768365693,1,0,50,0,0,3.477617818698111
PROP1763,Luxurious 5 Bedroom Apartment in Mahebourg,Mahebourg,Grand Port,East,-20.40317820713793,57.70437347233052,160000,apartment,5,2,96,sale,1991.0,True,4.043441351728907,0,1,45,0,0,22.970319034752002
PROP1764,Elegant 3 Bedroom Condo in Rose Hill,Rose Hill,Plaines Wilhems,Central,-20.232794247056503,57.468289708520885,330000,condo,3,1,179,sale,2014.0,False,14.26724620203927,3,1,55,0,0,3.6448234176956995
PROP1765,Beautiful 3 Bedroom Villa in Blue Bay,Blue Bay,Grand Port,East,-20.4306881847412,57.70945687267444,1060000,villa,3,1,288,rent,2021.0,True,4.322414996996665,2,0,70,0,1,24.895030355586716
PROP1766,310 sqm Land in Mahebourg,Mahebourg,Grand Port,East,-20.399518522249878,57.700166372037245,215000,land,0,0,310,sale,0.0,False,2.770652932905077,4,1,45,0,0,22.376506792005024
PROP1767,Luxurious 4 Bedroom Apartment in Rose Hill,Rose Hill,Plaines Wilhems,Central,-20.23709700909966,57.47472196396436,210000,apartment,4,3,110,rent,2012.0,True,11.889913509897331,0,0,55,0,0,3.003605284116963
PROP1768,661 sqm Land in Beau Bassin,Beau Bassin,Plaines Wilhems,Central,-20.2151319553752,57.45420568762496,415000,land,0,0,661,sale,0.0,False,5.377162881209154,4,1,55,0,0,6.067858789892928
PROP1769,944 sqm Land in Trou aux Biches,Trou aux Biches,Pamplemousses,North,-20.04169950086181,57.55320623384273,1145000,land,0,0,944,sale,0.0,False,2.8191707842693763,4,1,85,0,1,14.64078093213477
PROP1770,Cozy 5 Bedroom House in Grand Baie,Grand Baie,Rivière du Rempart,North,-20.0212664570333,57.58249784549485,765000,house,5,5,291,rent,2011.0,False,4.731037825762551,1,0,90,0,1,18.16008618799341
PROP1771,Modern 4 Bedroom Villa in Port Louis,Port Louis,Port Louis,North,-20.15250166208393,57.496197355119634,1030000,villa,4,3,280,rent,1987.0,False,4.303786718414775,2,0,65,0,0,1.0854928588578105
PROP1772,Charming 4 Bedroom House in Tamarin,Tamarin,Black River,West,-20.326761111677992,57.37947383206237,720000,house,4,5,282,rent,2021.0,True,3.7182348279524544,1,0,80,0,0,13.081751431282267
PROP1773,Beautiful 5 Bedroom Condo in Tamarin,Tamarin,Black River,West,-20.3352146935039,57.36469123835268,545000,condo,5,1,186,sale,2022.0,False,1.341174901768396,3,1,80,0,0,14.970366833285524
PROP1774,Spacious 2 Bedroom House in Flic en Flac,Flic en Flac,Black River,West,-20.28172166858067,57.36468805844055,670000,house,2,1,236,rent,2009.0,False,1.5669344706824533,1,0,85,0,1,12.854585303943608
PROP1775,647 sqm Land in Rose Hill,Rose Hill,Plaines Wilhems,Central,-20.24497593856517,57.47859354070107,510000,land,0,0,647,sale,0.0,False,9.351223165147516,4,1,55,0,0,2.090226938313329
PROP1776,459 sqm Land in Mahebourg,Mahebourg,Grand Port,East,-20.406147648082083,57.70612701024987,285000,land,0,0,459,sale,0.0,False,2.8659793872125787,4,1,45,0,0,23.286484419662642
PROP1777,Modern 3 Bedroom Condo in Port Louis,Port Louis,Port Louis,North,-20.15375248125984,57.49459926507735,355000,condo,3,2,149,sale,2009.0,True,1.8416373795421863,3,1,65,0,0,1.022637057188526
PROP1778,Modern 3 Bedroom House in Vacoas,Vacoas,Plaines Wilhems,Central,-20.302984982087857,57.48766211261249,205000,house,3,2,120,rent,1983.0,True,13.612894903126852,1,0,50,0,0,3.531192504583433
PROP1779,Charming 3 Bedroom Condo in Curepipe,Curepipe,Plaines Wilhems,Central,-20.3235650594902,57.5248789649978,245000,condo,3,2,143,sale,2021.0,True,13.791548300520963,3,1,55,0,0,1.2299749811211447
PROP1780,Luxurious 2 Bedroom Villa in Mahebourg,Mahebourg,Grand Port,East,-20.39953673128796,57.692144747709335,845000,villa,2,2,366,rent,2010.0,True,2.325553174104247,2,0,45,0,0,21.569721877762493
PROP1781,800 sqm Land in Beau Bassin,Beau Bassin,Plaines Wilhems,Central,-20.22687840179869,57.47009386891407,520000,land,0,0,800,rent,0.0,False,5.924835129136463,4,0,55,0,0,4.218459764511588
PROP1782,Elegant 2 Bedroom Villa in Blue Bay,Blue Bay,Grand Port,East,-20.4484513045375,57.72160055323626,1350000,villa,2,2,310,rent,1991.0,False,3.3904999275208256,2,0,70,0,1,27.079367259672033
PROP1783,Beautiful 4 Bedroom Villa in Beau Bassin,Beau Bassin,Plaines Wilhems,Central,-20.213056497418997,57.46986689752013,850000,villa,4,2,363,rent,1984.0,False,10.670021917903084,2,0,55,0,0,5.725010743721887
PROP1784,506 sqm Land in Belle Mare,Belle Mare,Flacq,East,-20.18812180093628,57.784740960832735,485000,land,0,0,506,sale,0.0,False,1.6524241795685763,4,1,75,0,1,31.861570732186756
PROP1785,Cozy 4 Bedroom Condo in Trou aux Biches,Trou aux Biches,Pamplemousses,North,-20.03094113717186,57.54467562230765,345000,condo,4,4,113,rent,1998.0,True,1.743105930852027,3,0,85,0,1,15.398877357597748
PROP1786,Charming 4 Bedroom Apartment in Port Louis,Port Louis,Port Louis,North,-20.17038664037081,57.50018548458696,270000,apartment,4,5,127,rent,1998.0,False,1.9750845803825936,0,0,65,0,0,0.9527624424520574
PROP1787,696 sqm Land in Vacoas,Vacoas,Plaines Wilhems,Central,-20.294538251188413,57.480832224534566,520000,land,0,0,696,sale,0.0,False,6.348296447169637,4,1,50,0,0,3.4173593777004254
PROP1788,Luxurious 1 Bedroom Apartment in Grand Baie,Grand Baie,Rivière du Rempart,North,-20.023943287503677,57.58897223423045,440000,apartment,1,1,128,rent,1999.0,False,4.634322562535218,0,0,90,0,1,18.288091964315228
PROP1789,Beautiful 5 Bedroom Apartment in Blue Bay,Blue Bay,Grand Port,East,-20.44856225098333,57.71666421996275,425000,apartment,5,3,147,rent,2001.0,True,1.0414236479562038,0,0,70,0,1,26.6273840815062
PROP1790,Cozy 4 Bedroom Apartment in Trou d'Eau Douce,Trou d'Eau Douce,Flacq,East,-20.21833160023664,57.78905840047901,285000,apartment,4,3,139,sale,2014.0,True,3.4573882668833265,0,1,65,0,0,32.134797851269234
PROP1791,Charming 3 Bedroom House in Trou aux Biches,Trou aux Biches,Pamplemousses,North,-20.03570645050933,57.554520824149165,485000,house,3,4,209,rent,2002.0,False,3.614469174588237,1,0,85,0,1,15.307736305440967
PROP1792,903 sqm Land in Port Louis,Port Louis,Port Louis,North,-20.15949415137694,57.49024545869631,820000,land,0,0,903,rent,0.0,False,3.096228423533077,4,0,65,0,0,0.9970815133042735
PROP1793,Modern 4 Bedroom House in Belle Mare,Belle Mare,Flacq,East,-20.19803183323232,57.78187425159838,400000,house,4,2,164,rent,1992.0,False,1.1558121514278588,1,0,75,0,1,31.665157458665526
PROP1794,364 sqm Land in Curepipe,Curepipe,Plaines Wilhems,Central,-20.308407012336392,57.51192720584984,260000,land,0,0,364,sale,0.0,False,13.874897007707563,4,1,55,0,0,1.0086087052008497
PROP1795,Cozy 4 Bedroom Condo in Vacoas,Vacoas,Plaines Wilhems,Central,-20.292504909652514,57.48491515515065,220000,condo,4,3,121,sale,1990.0,False,13.876761590067089,3,1,50,0,0,3.250969750169418
PROP1796,562 sqm Land in Port Louis,Port Louis,Port Louis,North,-20.161926497957545,57.49345526175369,480000,land,0,0,562,sale,0.0,False,3.369364570810743,4,1,65,0,0,0.6043731024589782
PROP1797,Spacious 2 Bedroom Condo in Trou d'Eau Douce,Trou d'Eau Douce,Flacq,East,-20.227087742041167,57.78552888085915,490000,condo,2,3,195,rent,2019.0,True,2.298012767408665,3,0,65,0,0,31.447249632913344
PROP1798,Beautiful 2 Bedroom Condo in Quatre Bornes,Quatre Bornes,Plaines Wilhems,Central,-20.26389607520326,57.48095871812792,365000,condo,2,2,190,rent,2010.0,False,12.16803285889385,3,0,60,0,0,0.2065931428581441
PROP1799,Beautiful 3 Bedroom Villa in Rose Hill,Rose Hill,Plaines Wilhems,Central,-20.237685385105586,57.47629708087294,910000,villa,3,3,313,sale,2013.0,True,5.451588687937398,2,1,55,0,0,2.915371135792664
PROP1800,Spacious 1 Bedroom Condo in Beau Bassin,Beau Bassin,Plaines Wilhems,Central,-20.22406331076265,57.46013113495897,175000,condo,1,2,80,rent,2010.0,True,9.62932543677942,3,0,55,0,0,4.887558665857415
PROP1801,Luxurious 3 Bedroom Condo in Belle Mare,Belle Mare,Flacq,East,-20.19016269369573,57.77894828431257,245000,condo,3,3,106,sale,2008.0,False,2.500446167378287,3,1,75,0,1,31.243260801108313
PROP1802,684 sqm Land in Trou aux Biches,Trou aux Biches,Pamplemousses,North,-20.02688248918878,57.54591733460283,770000,land,0,0,684,sale,0.0,False,2.416646468173623,4,1,85,0,1,15.869645574395976
PROP1803,731 sqm Land in Trou d'Eau Douce,Trou d'Eau Douce,Flacq,East,-20.221263253284384,57.78384662370184,725000,land,0,0,731,rent,0.0,False,4.803969456368336,4,0,65,0,0,31.48053615854958
PROP1804,Modern 1 Bedroom Apartment in Tamarin,Tamarin,Black River,West,-20.33181797899661,57.36477164382825,160000,apartment,1,2,57,sale,2015.0,False,4.038652857700994,0,1,80,0,0,14.766512561754984
PROP1805,Spacious 1 Bedroom House in Vacoas,Vacoas,Plaines Wilhems,Central,-20.29413869262852,57.47691959152749,395000,house,1,2,286,rent,2017.0,False,8.653815106147821,1,0,50,0,0,3.376280727829505
PROP1806,Elegant 1 Bedroom Villa in Beau Bassin,Beau Bassin,Plaines Wilhems,Central,-20.229125233200904,57.46833816856136,570000,villa,1,2,221,sale,2002.0,False,6.114648833233158,2,1,55,0,0,4.030013132510777
PROP1807,356 sqm Land in Curepipe,Curepipe,Plaines Wilhems,Central,-20.30680565802759,57.50668365339718,225000,land,0,0,356,rent,0.0,False,6.772879407254226,4,0,55,0,0,1.51622745959344
PROP1808,239 sqm Land in Port Louis,Port Louis,Port Louis,North,-20.163881212849013,57.49332619779223,185000,land,0,0,239,rent,0.0,False,2.842778777614876,4,0,65,0,0,0.6566142623018164
PROP1809,Elegant 1 Bedroom Apartment in Vacoas,Vacoas,Plaines Wilhems,Central,-20.30515145340229,57.47750011689752,215000,apartment,1,1,136,sale,1991.0,False,11.297944618188744,0,1,50,0,0,4.510031546986009
PROP1810,Charming 4 Bedroom House in Mahebourg,Mahebourg,Grand Port,East,-20.400577505412016,57.70260562369297,435000,house,4,5,274,rent,1998.0,False,4.8100694978057685,1,0,45,0,0,22.671639397799364
PROP1811,Charming 3 Bedroom Apartment in Grand Baie,Grand Baie,Rivière du Rempart,North,-20.020543702758317,57.57613241953608,275000,apartment,3,4,80,sale,2010.0,True,4.765267558361423,0,1,90,0,1,17.879770776602175
PROP1812,Elegant 3 Bedroom Apartment in Vacoas,Vacoas,Plaines Wilhems,Central,-20.29097819692221,57.47168336592984,200000,apartment,3,1,136,sale,1997.0,True,14.959681935631105,0,1,50,0,0,3.1270905517695167
PROP1813,Cozy 5 Bedroom Apartment in Tamarin,Tamarin,Black River,West,-20.31917763611872,57.37287961002691,145000,apartment,5,3,52,rent,1989.0,True,1.822464613655819,0,0,80,0,0,13.29660184469848
PROP1814,841 sqm Land in Curepipe,Curepipe,Plaines Wilhems,Central,-20.31999245177687,57.52535311141712,600000,land,0,0,841,rent,0.0,False,6.433958222853065,4,0,55,0,0,1.0588704770473396
PROP1815,Elegant 4 Bedroom Villa in Beau Bassin,Beau Bassin,Plaines Wilhems,Central,-20.22928616122224,57.4621320747777,460000,villa,4,4,172,rent,2007.0,True,14.818284089110502,2,0,55,0,0,4.268979120937909
PROP1816,Modern 5 Bedroom House in Vacoas,Vacoas,Plaines Wilhems,Central,-20.294521439432327,57.485430316247246,435000,house,5,5,297,sale,2002.0,False,9.817173137158903,1,1,50,0,0,3.481721173934294
PROP1817,Luxurious 2 Bedroom Villa in Quatre Bornes,Quatre Bornes,Plaines Wilhems,Central,-20.26248178387177,57.48458201209285,645000,villa,2,1,255,rent,1982.0,True,8.070711896169215,2,0,60,0,0,0.6258485778713957
PROP1818,Charming 3 Bedroom Villa in Tamarin,Tamarin,Black River,West,-20.33513672429136,57.37847728651412,775000,villa,3,1,187,rent,2022.0,False,2.943547797629166,2,0,80,0,0,13.691236360019074
PROP1819,Beautiful 2 Bedroom Apartment in Port Louis,Port Louis,Port Louis,North,-20.163495753793438,57.501514478608605,250000,apartment,2,1,121,sale,1989.0,True,2.382045853553752,0,1,65,0,0,0.3399922673219025
PROP1820,Elegant 1 Bedroom House in Trou aux Biches,Trou aux Biches,Pamplemousses,North,-20.025748464529094,57.53514454379592,570000,house,1,2,233,rent,2002.0,False,1.7293547089922523,1,0,85,0,1,15.639150620203822
PROP1821,Beautiful 4 Bedroom House in Beau Bassin,Beau Bassin,Plaines Wilhems,Central,-20.21906707695521,57.452109539099055,315000,house,4,3,178,sale,2002.0,True,14.663703517778089,1,1,55,0,0,5.799173072733127
PROP1822,Beautiful 3 Bedroom House in Quatre Bornes,Quatre Bornes,Plaines Wilhems,Central,-20.258438174117643,57.47081487462352,250000,house,3,1,148,rent,1982.0,True,11.505856846323915,1,0,60,0,0,1.0954326713290115
PROP1823,536 sqm Land in Rose Hill,Rose Hill,Plaines Wilhems,Central,-20.249763763740155,57.46796811982095,440000,land,0,0,536,rent,0.0,False,14.416794389952592,4,0,55,0,0,1.9885261501251823
PROP1824,Cozy 2 Bedroom House in Flic en Flac,Flic en Flac,Black River,West,-20.27883853262441,57.3554373269421,515000,house,2,3,230,rent,2016.0,True,1.4140978231677046,1,0,85,0,1,13.82768401449936
PROP1825,Beautiful 2 Bedroom Condo in Trou aux Biches,Trou aux Biches,Pamplemousses,North,-20.041149675330548,57.55263879205172,485000,condo,2,1,143,rent,1997.0,False,2.4003109962438423,3,0,85,0,1,14.670697741532713
PROP1826,Luxurious 5 Bedroom House in Beau Bassin,Beau Bassin,Plaines Wilhems,Central,-20.21244842012281,57.4539546409756,380000,house,5,3,215,sale,1981.0,False,9.769095820548817,1,1,55,0,0,6.346709615041386
PROP1827,651 sqm Land in Quatre Bornes,Quatre Bornes,Plaines Wilhems,Central,-20.267814331021157,57.48242521950785,460000,land,0,0,651,rent,0.0,False,13.948721650412354,4,0,60,0,0,0.5786064742770824
PROP1828,Cozy 4 Bedroom House in Vacoas,Vacoas,Plaines Wilhems,Central,-20.290853683658607,57.48055492631188,300000,house,4,1,208,rent,1991.0,False,8.154966868667579,1,0,50,0,0,3.007298338161597
PROP1829,709 sqm Land in Port Louis,Port Louis,Port Louis,North,-20.164181684997036,57.50374528164519,545000,land,0,0,709,sale,0.0,False,1.22395307375676,4,1,65,0,0,0.5944756341604748
PROP1830,Charming 4 Bedroom Villa in Curepipe,Curepipe,Plaines Wilhems,Central,-20.315858941434676,57.52244604837061,495000,villa,4,2,208,rent,2017.0,False,11.054653302810312,2,0,55,0,0,0.6500147347252023
PROP1831,Spacious 1 Bedroom Apartment in Belle Mare,Belle Mare,Flacq,East,-20.194883510317897,57.78628833734932,255000,apartment,1,1,93,rent,2003.0,True,2.420181681600889,0,0,75,0,1,32.10951402035075
PROP1832,Modern 1 Bedroom Villa in Grand Baie,Grand Baie,Rivière du Rempart,North,-20.01104616436206,57.577044084836906,1490000,villa,1,2,386,rent,2023.0,False,4.051696860949338,2,0,90,0,1,18.8580401131393
PROP1833,Luxurious 5 Bedroom Villa in Belle Mare,Belle Mare,Flacq,East,-20.20470004979074,57.77946933438295,980000,villa,5,6,257,sale,2008.0,True,4.651306569361006,2,1,75,0,1,31.503473102254574
PROP1834,Spacious 4 Bedroom House in Blue Bay,Blue Bay,Grand Port,East,-20.445543713669263,57.715954999298056,540000,house,4,5,264,sale,2004.0,False,2.487939938904684,1,1,70,0,1,26.377909776669643
PROP1835,Modern 5 Bedroom Condo in Vacoas,Vacoas,Plaines Wilhems,Central,-20.299601620809405,57.48417336303258,155000,condo,5,1,80,sale,2012.0,True,10.668838565481876,3,1,50,0,0,4.013682435914336
PROP1836,Elegant 2 Bedroom House in Blue Bay,Blue Bay,Grand Port,East,-20.436099045245754,57.72242647828861,270000,house,2,2,126,rent,1980.0,False,4.988346280325803,1,0,70,0,1,26.440451686301294
PROP1837,534 sqm Land in Tamarin,Tamarin,Black River,West,-20.32966600276275,57.37415354951045,550000,land,0,0,534,sale,0.0,False,3.685399030081793,4,1,80,0,0,13.753293193423252
PROP1838,Luxurious 4 Bedroom Condo in Grand Baie,Grand Baie,Rivière du Rempart,North,-20.01909479630213,57.58338889539741,725000,condo,4,4,196,sale,1996.0,False,2.9349195717451475,3,1,90,0,1,18.41787369299721
PROP1839,Spacious 3 Bedroom House in Grand Baie,Grand Baie,Rivière du Rempart,North,-20.024591749568728,57.58063088393438,700000,house,3,1,226,rent,2004.0,True,1.1354246553969185,1,0,90,0,1,17.73691539032071
PROP1840,Elegant 2 Bedroom House in Flic en Flac,Flic en Flac,Black River,West,-20.273926541685903,57.35559858055596,355000,house,2,3,148,rent,2022.0,True,4.765654934224219,1,0,85,0,1,13.754663636248806
PROP1841,Charming 2 Bedroom Apartment in Tamarin,Tamarin,Black River,West,-20.335310107919994,57.37482383818288,150000,apartment,2,2,67,rent,1982.0,False,2.5805165693332643,0,0,80,0,0,14.034901389625743
PROP1842,Cozy 1 Bedroom Apartment in Blue Bay,Blue Bay,Grand Port,East,-20.43314474274233,57.70562629255532,320000,apartment,1,1,121,sale,1986.0,False,4.4038825899091485,0,1,70,0,1,24.672733867203267
PROP1843,Modern 5 Bedroom Condo in Grand Baie,Grand Baie,Rivière du Rempart,North,-20.02018116987547,57.581215670112414,285000,condo,5,3,82,rent,2001.0,False,3.649655931660609,3,0,90,0,1,18.191845624508307
PROP1844,Luxurious 1 Bedroom Apartment in Flic en Flac,Flic en Flac,Black River,West,-20.278538644475383,57.36624939778426,355000,apartment,1,1,142,sale,1988.0,False,4.56990228868664,0,1,85,0,1,12.632797820073417
PROP1845,Elegant 2 Bedroom Villa in Mahebourg,Mahebourg,Grand Port,East,-20.4037363500229,57.70694138212777,840000,villa,2,3,399,rent,2000.0,False,2.427835278174302,2,0,45,0,0,23.255083954831512
PROP1846,Spacious 5 Bedroom Condo in Souillac,Souillac,Savanne,South,-20.528862056907982,57.51858002692625,270000,condo,5,2,156,rent,2023.0,False,9.82539709356028,3,0,40,0,0,23.606511458411283
PROP1847,Luxurious 1 Bedroom House in Blue Bay,Blue Bay,Grand Port,East,-20.43735807001208,57.718522545496654,575000,house,1,2,269,rent,1996.0,False,2.8079397749104933,1,0,70,0,1,26.138553847487167
PROP1848,Luxurious 3 Bedroom Villa in Belle Mare,Belle Mare,Flacq,East,-20.193597996172183,57.78324026650598,710000,villa,3,4,185,rent,2020.0,False,4.913570942843748,2,0,75,0,1,31.757282371200418
PROP1849,Elegant 4 Bedroom Condo in Souillac,Souillac,Savanne,South,-20.52935980446904,57.51770956529967,155000,condo,4,2,98,sale,2011.0,False,13.66721308509628,3,1,40,0,0,23.661058842136335
PROP1850,Cozy 5 Bedroom Condo in Blue Bay,Blue Bay,Grand Port,East,-20.440854925125905,57.71719886603383,580000,condo,5,5,186,rent,1982.0,True,1.2934026672230403,3,0,70,0,1,26.215454324382634
PROP1851,Charming 1 Bedroom Condo in Flic en Flac,Flic en Flac,Black River,West,-20.279497246832765,57.36269881604121,615000,condo,1,1,191,rent,1995.0,True,3.502703180936793,3,0,85,0,1,13.037487119843265
PROP1852,Elegant 2 Bedroom Villa in Mahebourg,Mahebourg,Grand Port,East,-20.40903341190176,57.70648204865341,440000,villa,2,1,175,rent,1987.0,True,3.792837458849152,2,0,45,0,0,23.46100862183074
PROP1853,Luxurious 4 Bedroom Villa in Trou aux Biches,Trou aux Biches,Pamplemousses,North,-20.032275512242,57.54373970845506,865000,villa,4,5,198,rent,1988.0,True,2.233073619219549,2,0,85,0,1,15.224857792684302
PROP1854,Beautiful 1 Bedroom Villa in Port Louis,Port Louis,Port Louis,North,-20.166464567211605,57.50383963417762,1205000,villa,1,1,352,rent,1981.0,True,4.146481865678805,2,0,65,0,0,0.7465545083917754
PROP1855,435 sqm Land in Vacoas,Vacoas,Plaines Wilhems,Central,-20.28853257974301,57.47064041546319,320000,land,0,0,435,rent,0.0,False,7.590706378804284,4,0,50,0,0,2.901466688286975
PROP1856,Beautiful 4 Bedroom Apartment in Quatre Bornes,Quatre Bornes,Plaines Wilhems,Central,-20.25775962989043,57.48739563725938,125000,apartment,4,3,75,rent,2018.0,False,7.909394711005958,0,0,60,0,0,1.1390550912129478
PROP1857,Elegant 1 Bedroom Apartment in Flic en Flac,Flic en Flac,Black River,West,-20.27053766396007,57.35779101568492,310000,apartment,1,2,116,rent,1984.0,False,2.3219757971654733,0,0,85,0,1,13.486050415645483
PROP1858,856 sqm Land in Grand Baie,Grand Baie,Rivière du Rempart,North,-20.019497513381054,57.58290289485656,1115000,land,0,0,856,sale,0.0,False,4.988476916897881,4,1,90,0,1,18.351947441121496
PROP1859,Spacious 5 Bedroom Villa in Vacoas,Vacoas,Plaines Wilhems,Central,-20.30202398701455,57.47550332075159,460000,villa,5,5,176,sale,1997.0,True,13.914006263998589,2,1,50,0,0,4.261603970256729
PROP1860,269 sqm Land in Rose Hill,Rose Hill,Plaines Wilhems,Central,-20.234746553459438,57.46202297293415,215000,land,0,0,269,rent,0.0,False,13.022193818659376,4,0,55,0,0,3.7407619376406305
PROP1861,450 sqm Land in Trou d'Eau Douce,Trou d'Eau Douce,Flacq,East,-20.226808337438158,57.77996000242819,435000,land,0,0,450,sale,0.0,False,3.962614101816794,4,1,65,0,0,30.871045774373204
PROP1862,728 sqm Land in Vacoas,Vacoas,Plaines Wilhems,Central,-20.288891590405463,57.48554713805675,500000,land,0,0,728,sale,0.0,False,13.449214338977184,4,1,50,0,0,2.875635973363349
PROP1863,Beautiful 1 Bedroom House in Grand Baie,Grand Baie,Rivière du Rempart,North,-20.021924009783937,57.57739750035909,565000,house,1,2,201,sale,2010.0,True,1.0860279614493082,1,1,90,0,1,17.813731312063187
PROP1864,Modern 5 Bedroom Condo in Blue Bay,Blue Bay,Grand Port,East,-20.43916995909582,57.71159316673391,590000,condo,5,1,195,sale,1989.0,False,4.483938487368237,3,1,70,0,1,25.58879750190392
PROP1865,Spacious 1 Bedroom Condo in Rose Hill,Rose Hill,Plaines Wilhems,Central,-20.23416393041583,57.48000908424534,240000,condo,1,2,127,rent,1983.0,False,7.704011445812426,3,0,55,0,0,3.291151038051924
PROP1866,Beautiful 1 Bedroom House in Souillac,Souillac,Savanne,South,-20.52632736819396,57.520504110165234,225000,house,1,1,190,sale,2014.0,False,6.237785340725166,1,1,40,0,0,23.328163343424134
PROP1867,Spacious 1 Bedroom Villa in Grand Baie,Grand Baie,Rivière du Rempart,North,-20.01279812551981,57.59151730837088,825000,villa,1,2,203,sale,1993.0,False,4.702854915039838,2,1,90,0,1,19.48337275386215
PROP1868,528 sqm Land in Vacoas,Vacoas,Plaines Wilhems,Central,-20.304186447303245,57.48109282636195,390000,land,0,0,528,sale,0.0,False,10.670860137452776,4,1,50,0,0,4.160775188322368
PROP1869,Spacious 3 Bedroom House in Belle Mare,Belle Mare,Flacq,East,-20.19833477939488,57.78950783438196,710000,house,3,4,295,rent,1983.0,True,4.4984145817986505,1,0,75,0,1,32.5100044470691
PROP1870,Beautiful 3 Bedroom House in Curepipe,Curepipe,Plaines Wilhems,Central,-20.314452676081928,57.51952776460261,395000,house,3,2,278,rent,2019.0,True,8.488661670959758,1,0,55,0,0,0.37845867029797986
PROP1871,953 sqm Land in Blue Bay,Blue Bay,Grand Port,East,-20.441963851142948,57.70686645513675,1025000,land,0,0,953,sale,0.0,False,1.2871286303229827,4,1,70,0,1,25.31624337833346
PROP1872,Charming 5 Bedroom Apartment in Trou d'Eau Douce,Trou d'Eau Douce,Flacq,East,-20.23208576419803,57.78438915208615,120000,apartment,5,5,62,sale,1996.0,True,3.57545084302181,0,1,65,0,0,31.1564631656762
PROP1873,Luxurious 3 Bedroom House in Flic en Flac,Flic en Flac,Black River,West,-20.28103377335708,57.365748343440416,510000,house,3,1,202,sale,1985.0,False,1.9378063768019524,1,1,85,0,1,12.726623660050388
PROP1874,Spacious 1 Bedroom Apartment in Vacoas,Vacoas,Plaines Wilhems,Central,-20.30555429476673,57.48267998481596,130000,apartment,1,2,78,sale,2022.0,True,14.787729623751574,0,1,50,0,0,3.94619982373643
PROP1875,Luxurious 5 Bedroom Apartment in Curepipe,Curepipe,Plaines Wilhems,Central,-20.318963376282483,57.52519916790039,205000,apartment,5,5,115,sale,2002.0,True,12.468757709841672,0,1,55,0,0,1.0025821893931552
PROP1876,Charming 5 Bedroom House in Mahebourg,Mahebourg,Grand Port,East,-20.417501598978436,57.70837429622242,345000,house,5,5,257,sale,2001.0,True,1.009474163775394,1,1,45,0,0,24.074309573653267
PROP1877,Modern 4 Bedroom Villa in Flic en Flac,Flic en Flac,Black River,West,-20.265439608897164,57.358825750517134,940000,villa,4,1,261,rent,2024.0,True,1.6177499905442718,2,0,85,0,1,13.351682146657101
PROP1878,Elegant 1 Bedroom Villa in Trou d'Eau Douce,Trou d'Eau Douce,Flacq,East,-20.2204833572486,57.78806510445903,550000,villa,1,1,177,sale,1999.0,True,1.1568075449234745,2,1,65,0,0,31.950840236300557
PROP1879,Spacious 3 Bedroom Condo in Port Louis,Port Louis,Port Louis,North,-20.154573822763403,57.49691950495438,270000,condo,3,2,130,sale,2015.0,True,3.060816898327116,3,1,65,0,0,0.8423959118463327
PROP1880,Modern 5 Bedroom House in Beau Bassin,Beau Bassin,Plaines Wilhems,Central,-20.211664222141216,57.46414510741031,260000,house,5,3,169,sale,2002.0,True,11.661966790678449,1,1,55,0,0,6.020446141139388
